date,USDT_price,USDT_supply,BTC_price
2019-02-13,1.00413684514,2021459016.5580008,3631.34329385
2019-02-14,1.00592033842,2021459016.5579977,3616.36968624
2019-02-15,1.00491871745,2021459016.5579977,3623.22451873
2019-02-16,1.0024550213,2021459016.5579977,3631.0060736
2019-02-17,1.00139930686,2021459016.5579977,3677.11835448
2019-02-18,1.00594024603,2021459016.5580003,3915.15393
2019-02-19,1.00785686718,2021459016.558003,3946.15354458
2019-02-20,1.00680535565,2021459016.5580003,3996.90234514
2019-02-21,1.00489745443,2021459016.5580053,3952.2103642
2019-02-22,1.00776974754,2022709016.5580003,4002.2913313
2019-02-23,1.00931449809,2021459016.5579977,4145.9880905
2019-02-24,1.01321525187,2021459016.5579977,3814.93757504
2019-02-25,1.01403440043,2021459016.5579977,3884.93555836
2019-02-26,1.01135619536,2021459016.5579977,3857.56107734
2019-02-27,1.00975305934,2021459016.5579977,3851.0235527
2019-02-28,1.0095192149,2021459016.5579977,3855.67378101
2019-03-01,1.00786109541,2021459016.5579977,3861.87069318
2019-03-02,1.01110451269,2021986477.6691089,3867.57418178
2019-03-03,1.00967044566,2023180038.78022,3845.59431118
2019-03-04,1.01176667168,2022657816.5580003,3761.00685915
2019-03-05,1.0112350956,2022657816.5579982,3894.06747372
2019-03-06,1.0104998465,2015853973.158736,3905.40722269
2019-03-07,1.00864506888,1994259165.848022,3911.06208338
2019-03-08,1.00945123325,1994259165.848022,3898.25616475
2019-03-09,1.0051474679,1994259165.848022,3960.96525724
2019-03-10,1.00838496378,1994259165.848022,3953.83492806
2019-03-11,1.00941334898,1994762828.348022,3906.12986299
2019-03-12,1.00731761352,1996357065.848022,3911.29620526
2019-03-13,1.01012245253,1996357065.848022,3906.54189115
2019-03-14,1.01045719239,1997547839.1119108,3913.51736755
2019-03-15,1.00853867201,1999786492.848022,3958.66898443
2019-03-16,1.01069050818,2000709180.348022,4048.90849948
2019-03-17,1.00987685144,2001684592.848022,4028.84888287
2019-03-18,1.01215546248,2001684592.848022,4034.67408291
2019-03-19,1.0140500409,2003532373.071351,4070.48878613
2019-03-20,1.01098628358,2011187462.5680041,4086.37824344
2019-03-21,1.01150420881,2011187462.5680041,4031.48944687
2019-03-22,1.00759333222,2011187462.5680041,4023.91043451
2019-03-23,1.00729051049,2016906632.04865,4036.5766927
2019-03-24,1.00558924261,2020708392.108029,4018.86969869
2019-03-25,1.00755190722,2020708392.1080296,3963.78397879
2019-03-26,1.01033885932,2020708392.108001,3985.08080287
2019-03-27,1.01225312751,2023506883.9399173,4086.67786266
2019-03-28,1.01085192597,2028143499.5580194,4069.10714977
2019-03-29,0.998496222065,2028252355.8705194,4098.37454059
2019-03-30,1.00270798564,2028498144.557997,4096.91963725
2019-03-31,1.00270798564,2028498144.557997,4104.234233128829
2019-04-01,1.00333871582,2033856287.3016682,4157.46569937
2019-04-02,1.00870904482,2039812656.91467,4886.74969679
2019-04-03,1.00711207787,2049559585.1756542,4971.30774104
2019-04-04,1.00466154814,2070528888.7937725,4922.79878778
2019-04-05,1.00720425,2075688060.6820192,5036.79302365
2019-04-06,1.00328567698,2077555261.1280098,5062.79376134
2019-04-07,1.00491594236,2079803843.6280098,5198.89699014
2019-04-08,1.00877553308,2102587260.0122426,5289.91798137
2019-04-09,1.0079690582,2162030429.4904337,5204.95837847
2019-04-10,1.00360619836,2216932216.551794,5325.08155529
2019-04-11,1.00546234161,2273294709.119116,5064.48767243
2019-04-12,1.00697385028,2322023155.7398944,5088.84997329
2019-04-13,1.00654473829,2411271806.791342,5096.58656276
